Ontario;Peru;Central America;Eastern United States;Greenland;Quebec;Western United States;Alberta;Argentina;Venezuela;,Ontario&1;Peru&1;Central America&1;Eastern United States&0;Greenland&0;Quebec&0;Western United States&0;Alberta&0;Argentina&0;Venezuela&0;,-2.99,0.9801
Brazil;Alaska;Alberta;Northwest Territory;,Brazil&1;Alaska&1;Alberta&1;Northwest Territory&0;,1.0,1.0
Brazil;Ontario;,Brazil&1;Ontario&2;,1.0,1.0
Brazil;Ontario;Western United States;Peru;Alberta;Northwest Territory;,Brazil&1;Ontario&1;Western United States&1;Peru&0;Alberta&0;Northwest Territory&0;,-1.0,1.0
Brazil;Ontario;Peru;Central America;Quebec;Argentina;Venezuela;Northwest Territory;,Brazil&1;Ontario&1;Peru&1;Central America&1;Quebec&1;Argentina&0;Venezuela&0;Northwest Territory&0;,1.0,1.0
Alaska;Greenland;Quebec;Alberta;Northwest Territory;,Alaska&1;Greenland&1;Quebec&1;Alberta&0;Northwest Territory&0;,-39.58890786707489,0.0012142552535847491
Brazil;Ontario;Western United States;Peru;Alberta;Argentina;Venezuela;,Brazil&1;Ontario&1;Western United States&1;Peru&1;Alberta&1;Argentina&0;Venezuela&0;,0.999801,0.96059601
Ontario;Central America;Alaska;Greenland;Quebec;Alberta;Argentina;Northwest Territory;,Ontario&1;Central America&1;Alaska&1;Greenland&0;Quebec&0;Alberta&0;Argentina&0;Northwest Territory&0;,-2.0,0.99
Central America;Alaska;Eastern United States;Peru;Alberta;Argentina;Northwest Territory;,Central America&1;Alaska&1;Eastern United States&31;Peru&1;Alberta&2;Argentina&3;Northwest Territory&1;,-1.0,1.0
Central America;Alaska;Eastern United States;Peru;Alberta;Argentina;Northwest Territory;,Central America&8;Alaska&2;Eastern United States&1;Peru&1;Alberta&1;Argentina&26;Northwest Territory&1;,0.0,0.99
Central America;Alaska;Eastern United States;Peru;Alberta;Argentina;Northwest Territory;,Central America&1;Alaska&1;Eastern United States&4;Peru&3;Alberta&1;Argentina&29;Northwest Territory&1;,1.0,1.0
Central America;Alaska;Eastern United States;Peru;Alberta;Argentina;Northwest Territory;,Central America&1;Alaska&1;Eastern United States&1;Peru&0;Alberta&0;Argentina&0;Northwest Territory&0;,-1.0,1.0
Brazil;Peru;Alaska;Western United States;Alberta;,Brazil&1;Peru&1;Alaska&1;Western United States&0;Alberta&0;,1.0,1.0
Ontario;Central America;Alaska;Eastern United States;Quebec;Western United States;Alberta;Argentina;Venezuela;,Ontario&1;Central America&1;Alaska&1;Eastern United States&0;Quebec&0;Western United States&0;Alberta&0;Argentina&0;Venezuela&0;,-1.0,1.0
Brazil;Central America;Alaska;Quebec;Peru;Northwest Territory;,Brazil&1;Central America&1;Alaska&1;Quebec&0;Peru&0;Northwest Territory&0;,-1.0,1.0
Greenland;Central America;Eastern United States;Quebec;Western United States;Alberta;Venezuela;Northwest Territory;,Greenland&1;Central America&1;Eastern United States&1;Quebec&0;Western United States&0;Alberta&0;Venezuela&0;Northwest Territory&0;,-2.0,0.99
Brazil;Ontario;Central America;Alaska;Alberta;Argentina;Venezuela;Northwest Territory;,Brazil&1;Ontario&1;Central America&1;Alaska&0;Alberta&0;Argentina&0;Venezuela&0;Northwest Territory&0;,-2.0,0.99
Ontario;Central America;Alaska;Eastern United States;Alberta;Northwest Territory;,Ontario&1;Central America&1;Alaska&1;Eastern United States&0;Alberta&0;Northwest Territory&0;,-2.9403989999999998,0.96059601
Greenland;Central America;Alaska;Eastern United States;Alberta;,Greenland&1;Central America&1;Alaska&1;Eastern United States&0;Alberta&0;,1.0,1.0
Brazil;Ontario;Central America;Eastern United States;Quebec;Venezuela;Northwest Territory;,Brazil&10;Ontario&1;Central America&1;Eastern United States&14;Quebec&3;Venezuela&2;Northwest Territory&9;,1.01,0.9801
Brazil;Ontario;Central America;Eastern United States;Quebec;Venezuela;Northwest Territory;,Brazil&1;Ontario&1;Central America&1;Eastern United States&0;Quebec&0;Venezuela&0;Northwest Territory&0;,1.0,1.0
Ontario;Central America;Eastern United States;Western United States;Alberta;,Ontario&1;Central America&1;Eastern United States&1;Western United States&0;Alberta&0;,-13.032785815775718,0.8429431933839266
Brazil;Western United States;Central America;Alaska;Quebec;Peru;Alberta;Venezuela;,Brazil&1;Western United States&1;Central America&1;Alaska&0;Quebec&0;Peru&0;Alberta&0;Venezuela&0;,2.0,0.99
Brazil;Greenland;Central America;Eastern United States;Alberta;Venezuela;Northwest Territory;,Brazil&1;Greenland&2;Central America&1;Eastern United States&1;Alberta&6;Venezuela&6;Northwest Territory&23;,1.0,1.0
Brazil;Greenland;Central America;Eastern United States;Alberta;Venezuela;Northwest Territory;,Brazil&1;Greenland&1;Central America&1;Eastern United States&0;Alberta&0;Venezuela&0;Northwest Territory&0;,1.0,1.0
Greenland;Central America;Alaska;Quebec;Western United States;Alberta;Argentina;,Greenland&1;Central America&3;Alaska&5;Quebec&1;Western United States&1;Alberta&1;Argentina&28;,-1.0,1.0
Ontario;Quebec;Peru;Alberta;Argentina;,Ontario&1;Quebec&1;Peru&1;Alberta&0;Argentina&0;,1.0,1.0
Brazil;Ontario;Peru;Central America;Eastern United States;Western United States;Alberta;Argentina;Venezuela;,Brazil&1;Ontario&1;Peru&1;Central America&1;Eastern United States&1;Western United States&0;Alberta&0;Argentina&0;Venezuela&0;,59.11386850791105,0.2523606630893461
Greenland;Central America;Quebec;Alberta;,Greenland&1;Central America&1;Quebec&1;Alberta&0;,-1.0,1.0
Brazil;Ontario;Alaska;Greenland;Peru;Argentina;Northwest Territory;,Brazil&4;Ontario&1;Alaska&2;Greenland&28;Peru&1;Argentina&1;Northwest Territory&3;,-1.0,1.0
Peru;Central America;Eastern United States;Western United States;Argentina;Venezuela;,Peru&1;Central America&1;Eastern United States&1;Western United States&0;Argentina&0;Venezuela&0;,-2.99,0.9801
